event_name,event_timestamp,user_pseudo_id,unique_session_id,data.path,user_properties.ab_tooltips_enabled,event_properties.placement,event_properties.status
paywall_purchase,1710894170016000,d5597eb2-25d4-4424-ae70-5a7deba4b201,d5597eb2-25d4-4424-ae70-5a7deba4b201_1710894047110,/,False,onboarding-default,cancel
paywall_purchase,1710895192161000,9a874124-8bf1-4070-8cca-68a006a36a37,9a874124-8bf1-4070-8cca-68a006a36a37_1710894794486,/,False,onboarding-second,success
paywall_purchase,1710898537106000,3db1b59d-2ff8-43c5-986e-e99dd2ac9dc4,3db1b59d-2ff8-43c5-986e-e99dd2ac9dc4_1710898389183,/,False,onboarding-default,cancel
paywall_purchase,1710899359793000,485f1ffd-084e-4814-a16b-50148a2e63ec,485f1ffd-084e-4814-a16b-50148a2e63ec_1710899189604,/,False,onboarding-default,cancel
paywall_purchase,1710899598903000,8bbc3b6f-347c-4cd4-92f7-134a7569c454,8bbc3b6f-347c-4cd4-92f7-134a7569c454_1710899343094,/,False,onboarding-default,cancel
paywall_purchase,1710929440550000,50e6bfbe-b88a-48fc-9fce-9d0edf1c27cb,50e6bfbe-b88a-48fc-9fce-9d0edf1c27cb_1710929150420,/,False,onboarding-second,cancel
paywall_purchase,1710932321082000,cba1d092-a740-4375-861b-8115769793da,cba1d092-a740-4375-861b-8115769793da_1710932041947,/,False,onboarding-second,success
paywall_purchase,1710934487295000,1ce593c6-706a-444e-91e5-0da090e74df9,1ce593c6-706a-444e-91e5-0da090e74df9_1710934316471,/,False,onboarding-second,success
paywall_purchase,1710936609059000,a26cefc9-13c6-44e5-b436-dc3a40844eb0,a26cefc9-13c6-44e5-b436-dc3a40844eb0_1710936351431,/,False,onboarding-second,success
paywall_purchase,1710936591291000,5a8ee028-07a8-47d0-a875-fc08e07f45b9,5a8ee028-07a8-47d0-a875-fc08e07f45b9_1710936446440,/,False,onboarding-default,cancel
paywall_purchase,1710936619624000,5a8ee028-07a8-47d0-a875-fc08e07f45b9,5a8ee028-07a8-47d0-a875-fc08e07f45b9_1710936446440,/,False,onboarding-default,success
paywall_purchase,1710937222965000,66ca8776-b60f-4a69-a636-28f0d7acbb6a,66ca8776-b60f-4a69-a636-28f0d7acbb6a_1710936955191,/,False,onboarding-default,success
paywall_purchase,1710939574443000,a395c4e0-b082-4656-ab48-234e464d0dec,a395c4e0-b082-4656-ab48-234e464d0dec_1710939501166,/,False,onboarding-default,cancel
paywall_purchase,1710939659659000,a395c4e0-b082-4656-ab48-234e464d0dec,a395c4e0-b082-4656-ab48-234e464d0dec_1710939501166,/,False,onboarding-default,success
paywall_purchase,1710941453440000,0237bc6a-6200-4bcd-99a7-2f706f258e2d,0237bc6a-6200-4bcd-99a7-2f706f258e2d_1710941338299,/,False,onboarding-default,success
paywall_purchase,1710942289644000,c98329a1-7992-4017-acea-ec7e35ecab38,c98329a1-7992-4017-acea-ec7e35ecab38_1710942092685,/,False,onboarding-default,cancel
paywall_purchase,1710942339650000,c98329a1-7992-4017-acea-ec7e35ecab38,c98329a1-7992-4017-acea-ec7e35ecab38_1710942092685,/,False,onboarding-second,cancel
paywall_purchase,1710942618135000,db018c39-a47f-4a97-b026-6fedf3874db3,db018c39-a47f-4a97-b026-6fedf3874db3_1710942423709,/,False,onboarding-second,cancel
paywall_purchase,1710942635144000,db018c39-a47f-4a97-b026-6fedf3874db3,db018c39-a47f-4a97-b026-6fedf3874db3_1710942423709,/,False,onboarding-second,cancel
paywall_purchase,1710942641483000,db018c39-a47f-4a97-b026-6fedf3874db3,db018c39-a47f-4a97-b026-6fedf3874db3_1710942423709,/,False,onboarding-second,cancel
paywall_purchase,1710942777274000,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5_1710942669644,/,False,onboarding-default,success
paywall_purchase,1710944520136000,ebb2d49b-6956-4130-900e-81a15789c31e,ebb2d49b-6956-4130-900e-81a15789c31e_1710944217174,/,False,onboarding-default,success
paywall_purchase,1710948298587000,08bdd14e-0cd4-43db-8658-84d40af8d3e0,08bdd14e-0cd4-43db-8658-84d40af8d3e0_1710948063958,/,False,onboarding-second,cancel
paywall_purchase,1710949278659000,bde653f5-11fc-4579-af9a-de6cba808461,bde653f5-11fc-4579-af9a-de6cba808461_1710949148952,/,False,onboarding-default,cancel
paywall_purchase,1710950019342000,1893bb4a-0e43-4a82-a921-721da958a10b,1893bb4a-0e43-4a82-a921-721da958a10b_1710949846935,/,False,onboarding-default,cancel
paywall_purchase,1710950600586000,ae301e01-5b1c-45e8-9743-6687a0ba3c5b,ae301e01-5b1c-45e8-9743-6687a0ba3c5b_1710950590113,/,False,onboarding-default,success
paywall_purchase,1710951817684000,9aa31433-baf6-4beb-9fba-d20bb56fbcc0,9aa31433-baf6-4beb-9fba-d20bb56fbcc0_1710951792502,/,False,onboarding-default,cancel
paywall_purchase,1710951840181000,9aa31433-baf6-4beb-9fba-d20bb56fbcc0,9aa31433-baf6-4beb-9fba-d20bb56fbcc0_1710951792502,/,False,onboarding-second,cancel
paywall_purchase,1710951847633000,358d98b2-a21b-48d6-b185-e7cb0ac47381,358d98b2-a21b-48d6-b185-e7cb0ac47381_1710951587735,/,False,onboarding-default,success
paywall_purchase,1710953854833000,7d092379-98f0-41ea-95f4-3112bdbccfe0,7d092379-98f0-41ea-95f4-3112bdbccfe0_1710953672036,/,False,onboarding-second,cancel
paywall_purchase,1710953954475000,9463ea66-a85a-48d4-b0ee-f5645a24f913,9463ea66-a85a-48d4-b0ee-f5645a24f913_1710953780152,/,False,onboarding-default,success
paywall_purchase,1710954619878000,70facd3e-c6b7-4678-97e8-c449d1c970ce,70facd3e-c6b7-4678-97e8-c449d1c970ce_1710954444106,/,False,onboarding-default,success
paywall_purchase,1710956127456000,754e052f-8455-4e6f-9391-dc29e0df1ebe,754e052f-8455-4e6f-9391-dc29e0df1ebe_1710955892277,/,False,onboarding-second,cancel
paywall_purchase,1710956143183000,754e052f-8455-4e6f-9391-dc29e0df1ebe,754e052f-8455-4e6f-9391-dc29e0df1ebe_1710955892277,/,False,onboarding-second,cancel
paywall_purchase,1710956479152000,e3d05cd6-17d0-46b4-a0fb-c2e600ea1596,e3d05cd6-17d0-46b4-a0fb-c2e600ea1596_1710956311715,/,False,onboarding-default,success
paywall_purchase,1710959351889000,b3f23fd5-b3bd-4c14-a3c4-0e46fb279826,b3f23fd5-b3bd-4c14-a3c4-0e46fb279826_1710959323505,/,False,onboarding-default,cancel
paywall_purchase,1710958168854000,c034d34d-178d-4f00-8e38-0247c60f9a13,c034d34d-178d-4f00-8e38-0247c60f9a13_1710958042517,/,False,onboarding-default,cancel
paywall_purchase,1710958187752000,c034d34d-178d-4f00-8e38-0247c60f9a13,c034d34d-178d-4f00-8e38-0247c60f9a13_1710958042517,/,False,onboarding-second,cancel
paywall_purchase,1710958214084000,c034d34d-178d-4f00-8e38-0247c60f9a13,c034d34d-178d-4f00-8e38-0247c60f9a13_1710958042517,/,False,onboarding-second,cancel
paywall_purchase,1710958406255000,c034d34d-178d-4f00-8e38-0247c60f9a13,c034d34d-178d-4f00-8e38-0247c60f9a13_1710958042517,/,False,onboarding-second,cancel
paywall_purchase,1710958534414000,139e40f8-e1ae-4e99-a906-bd4e837c05d0,139e40f8-e1ae-4e99-a906-bd4e837c05d0_1710958404904,/,False,onboarding-default,success
paywall_purchase,1710959318469000,fafe17ba-083d-4b4d-9502-634ab6418447,fafe17ba-083d-4b4d-9502-634ab6418447_1710959188542,/,False,onboarding-default,cancel
paywall_purchase,1710959618913000,67ba6b68-0366-4be5-8fb3-b6dbb5378d42,67ba6b68-0366-4be5-8fb3-b6dbb5378d42_1710959383411,/,False,onboarding-second,cancel
paywall_purchase,1710960196538000,33566200-bfbf-45aa-81d2-cba9a7a51861,33566200-bfbf-45aa-81d2-cba9a7a51861_1710960024513,/,False,onboarding-second,cancel
paywall_purchase,1710960926193000,f7665812-d273-4ed7-87f7-b8dbe8034d4a,f7665812-d273-4ed7-87f7-b8dbe8034d4a_1710960670751,/,False,onboarding-default,cancel
paywall_purchase,1710960952606000,f7665812-d273-4ed7-87f7-b8dbe8034d4a,f7665812-d273-4ed7-87f7-b8dbe8034d4a_1710960670751,/,False,onboarding-second,cancel
paywall_purchase,1710964140144000,2b969b36-e4f8-4503-b70b-e99eaeed7cf4,2b969b36-e4f8-4503-b70b-e99eaeed7cf4_1710964121382,/,True,onboarding-second,cancel
paywall_purchase,1710964168946000,2b969b36-e4f8-4503-b70b-e99eaeed7cf4,2b969b36-e4f8-4503-b70b-e99eaeed7cf4_1710964121382,/,True,onboarding-second,success
paywall_purchase,1710901563810000,5bf230ce-6055-4917-a92f-b644baf15ec0,5bf230ce-6055-4917-a92f-b644baf15ec0_1710901512256,/,False,onboarding-second,cancel
paywall_purchase,1710902078435000,ce5e2ac1-c0ed-4b54-b142-7f4d2634c750,ce5e2ac1-c0ed-4b54-b142-7f4d2634c750_1710901908091,/,False,onboarding-default,cancel
paywall_purchase,1710902093705000,ce5e2ac1-c0ed-4b54-b142-7f4d2634c750,ce5e2ac1-c0ed-4b54-b142-7f4d2634c750_1710901908091,/,False,onboarding-second,cancel
paywall_purchase,1710903197796000,d2b54ad0-dda0-4fe2-aab9-4663f5e86b54,d2b54ad0-dda0-4fe2-aab9-4663f5e86b54_1710902938133,/,False,onboarding-default,success
paywall_purchase,1710965497734000,ea05cd28-2199-4434-8d12-111e717bdd4e,ea05cd28-2199-4434-8d12-111e717bdd4e_1710965404973,/,False,onboarding-default,success
paywall_purchase,1710967925997000,e7ed50a7-0116-4e99-b657-1dc9e7151ffa,e7ed50a7-0116-4e99-b657-1dc9e7151ffa_1710967690977,/,False,onboarding-default,cancel
paywall_purchase,1710967934864000,b27b8466-7c6e-42d0-b1e7-340f48334298,b27b8466-7c6e-42d0-b1e7-340f48334298_1710967824233,/,False,onboarding-default,cancel
paywall_purchase,1710969382538000,928668f1-1810-430d-9f4a-774d90b03208,928668f1-1810-430d-9f4a-774d90b03208_1710969329574,/,False,onboarding-default,success
paywall_purchase,1710969072525000,faec4d66-82b0-445c-80be-51e1869d3f76,faec4d66-82b0-445c-80be-51e1869d3f76_1710968843889,/,False,onboarding-second,cancel
paywall_purchase,1710969775650000,ea494e5f-c230-4ff0-a871-a3358ce15f20,ea494e5f-c230-4ff0-a871-a3358ce15f20_1710969505916,/,False,onboarding-default,success
paywall_purchase,1710970029043000,812f88bd-1570-43fa-89c7-aba2067b73ae,812f88bd-1570-43fa-89c7-aba2067b73ae_1710969889710,/,False,onboarding-default,cancel
paywall_purchase,1710972459208000,a9e32682-6dba-493b-8753-d2954b276d29,a9e32682-6dba-493b-8753-d2954b276d29_1710972452933,/,False,onboarding-default,cancel
paywall_purchase,1710972450809000,76bf5647-6434-45f9-9b4a-7c1fc1acba50,76bf5647-6434-45f9-9b4a-7c1fc1acba50_1710972226300,/,False,onboarding-second,success
paywall_purchase,1710973260702000,c5f6b45e-9f8a-49ec-a1fe-a810e05abc75,c5f6b45e-9f8a-49ec-a1fe-a810e05abc75_1710973063724,/,False,onboarding-default,cancel
paywall_purchase,1710973694977000,db2e9515-1e72-4c80-ba86-8ba946438e2f,db2e9515-1e72-4c80-ba86-8ba946438e2f_1710973550537,/,False,onboarding-default,success
paywall_purchase,1710973837435000,e5710793-bf55-4041-a16d-e8959c9a9dfe,e5710793-bf55-4041-a16d-e8959c9a9dfe_1710973699186,/,False,onboarding-default,cancel
paywall_purchase,1710976281698000,3101812c-84f3-4eca-a163-4f89f8c4fa8d,3101812c-84f3-4eca-a163-4f89f8c4fa8d_1710976248266,/,False,onboarding-default,cancel
paywall_purchase,1710977589131000,c6323ccb-9d71-419b-a6f6-5087bb3f7de6,c6323ccb-9d71-419b-a6f6-5087bb3f7de6_1710977568309,/,False,onboarding-default,cancel
paywall_purchase,1710976733106000,5d3a1992-4990-46a6-b7d2-b3d06a79d190,5d3a1992-4990-46a6-b7d2-b3d06a79d190_1710976575071,/,False,onboarding-default,success
paywall_purchase,1710977446644000,066aec0d-9962-4a16-a31c-abebf824ca51,066aec0d-9962-4a16-a31c-abebf824ca51_1710977203070,/,False,onboarding-second,cancel
paywall_purchase,1710977472408000,066aec0d-9962-4a16-a31c-abebf824ca51,066aec0d-9962-4a16-a31c-abebf824ca51_1710977203070,/,False,onboarding-second,success
paywall_purchase,1710907551387000,418f8041-0e92-4f3e-82ad-beb6b1abcd0c,418f8041-0e92-4f3e-82ad-beb6b1abcd0c_1710907417643,/,False,onboarding-default,cancel
paywall_purchase,1710907938305000,15bfd903-dc63-408c-aed9-249b6939f617,15bfd903-dc63-408c-aed9-249b6939f617_1710907673903,/,False,onboarding-default,success
paywall_purchase,1710909012740000,2228b6f6-149b-4285-bfa6-76634edecfc5,2228b6f6-149b-4285-bfa6-76634edecfc5_1710908824805,/,False,onboarding-default,cancel
paywall_purchase,1710909034326000,2228b6f6-149b-4285-bfa6-76634edecfc5,2228b6f6-149b-4285-bfa6-76634edecfc5_1710908824805,/,False,onboarding-default,success
paywall_purchase,1710909094349000,deb2a365-f7e2-4453-81f3-307be50145f3,deb2a365-f7e2-4453-81f3-307be50145f3_1710908888259,/,False,onboarding-second,cancel
paywall_purchase,1710909788964000,615b370e-53a9-48b2-8c42-0ac50c79aa37,615b370e-53a9-48b2-8c42-0ac50c79aa37_1710909499228,/,False,onboarding-default,cancel
paywall_purchase,1710910668467000,6d3fc37f-996e-4b04-baed-712d87c818a3,6d3fc37f-996e-4b04-baed-712d87c818a3_1710910540537,/,False,onboarding-default,cancel
paywall_purchase,1710911180170000,7501ef58-7263-4887-8bb7-c60fef565c40,7501ef58-7263-4887-8bb7-c60fef565c40_1710911143507,/,False,onboarding-second,cancel
paywall_purchase,1710915394714000,4366c0f8-9426-4162-89d3-7fa935dfebfc,4366c0f8-9426-4162-89d3-7fa935dfebfc_1710915380080,/,False,onboarding-default,cancel
paywall_purchase,1710916921632000,29723199-a406-4971-a063-228daa92f3c9,29723199-a406-4971-a063-228daa92f3c9_1710916659554,/,False,onboarding-default,success
paywall_purchase,1710915959301000,0a0c5d31-608c-45fd-9efa-c8e8dca1afba,0a0c5d31-608c-45fd-9efa-c8e8dca1afba_1710915902325,/,False,onboarding-second,success
paywall_purchase,1710915993096000,a5ec369b-6894-438a-8aa4-cf0a6c9fa0c7,a5ec369b-6894-438a-8aa4-cf0a6c9fa0c7_1710915971992,/,False,onboarding-default,cancel
paywall_purchase,1710914945672000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,False,onboarding-default,success
paywall_purchase,1710914998273000,a395c4e0-b082-4656-ab48-234e464d0dec,a395c4e0-b082-4656-ab48-234e464d0dec_1710914827056,/,False,onboarding-default,cancel
paywall_purchase,1710918771574000,a6293b05-8010-4675-8067-5a9ebc3a8c6f,a6293b05-8010-4675-8067-5a9ebc3a8c6f_1710918564165,/,False,onboarding-default,cancel
paywall_purchase,1710924177971000,46401858-c3c2-43b4-9dda-28f554c6a417,46401858-c3c2-43b4-9dda-28f554c6a417_1710924159526,/,False,onboarding-default,cancel
