event_name,event_timestamp,user_pseudo_id,unique_session_id,data.path,user_properties.subscription_state,user_properties.subscription_product,user_properties.feature_new_onboarding,user_properties.ab_tooltips_enabled,event_properties.type
transits_tab_switch,1710939731869000,21e7d8f7-be96-4e9b-b65a-3d2195e413eb,21e7d8f7-be96-4e9b-b65a-3d2195e413eb_1710939580258,/,subscribed,yearly_t_2,False,False,planets
transits_tab_switch,1710939626134000,88d69e25-5a2a-43e8-a568-1377b8ef18a3,88d69e25-5a2a-43e8-a568-1377b8ef18a3_1710939613296,/,subscribed,6month_1_1999,True,False,planets
transits_tab_switch,1710939616920000,5bf79d3f-54fd-4caa-99b5-4d23ad4d56d4,5bf79d3f-54fd-4caa-99b5-4d23ad4d56d4_1710939612781,/,subscribed,monthly_1_999_nt,False,False,planets
transits_tab_switch,1710939757877000,63dd3e3f-d187-4e79-8cbb-cabb233b8947,63dd3e3f-d187-4e79-8cbb-cabb233b8947_1710939616560,/,subscribed,6month_1_1999,False,False,planets
transits_tab_switch,1710940003284000,bde11df2-5a64-4a4c-b1ea-5b6b6baa4989,bde11df2-5a64-4a4c-b1ea-5b6b6baa4989_1710939902822,/,subscribed,weekly_3,False,False,planets
transits_tab_switch,1710945340235000,89f6fbd4-db0d-4623-9ecb-25b09dd8dad8,89f6fbd4-db0d-4623-9ecb-25b09dd8dad8_1710945333342,/,subscribed,Yearly_30_b_var3,False,False,planets
transits_tab_switch,1710945744793000,d2100966-0b18-4eac-8c12-007e7ee04c0a,d2100966-0b18-4eac-8c12-007e7ee04c0a_1710945704631,/,subscribed,yearly_t_2,False,False,planets
transits_tab_switch,1710944632324000,654be444-6cbc-4d58-b227-225b27db2996,654be444-6cbc-4d58-b227-225b27db2996_1710944402411,/,subscribed,yearly_t_2,False,False,planets
transits_tab_switch,1710945204809000,654be444-6cbc-4d58-b227-225b27db2996,654be444-6cbc-4d58-b227-225b27db2996_1710944402411,/,subscribed,yearly_t_2,False,False,transits
transits_tab_switch,1710945238746000,654be444-6cbc-4d58-b227-225b27db2996,654be444-6cbc-4d58-b227-225b27db2996_1710944402411,/,subscribed,yearly_t_2,False,False,planets
transits_tab_switch,1710945116998000,ebb2d49b-6956-4130-900e-81a15789c31e,ebb2d49b-6956-4130-900e-81a15789c31e_1710944217174,/,subscribed,yearly_t_2,False,False,planets
transits_tab_switch,1710946897752000,7e6cd814-5f9c-42ea-8343-f75461368b10,7e6cd814-5f9c-42ea-8343-f75461368b10_1710946829137,/,subscribed,yearly_t_2,False,False,planets
transits_tab_switch,1710946900316000,7e6cd814-5f9c-42ea-8343-f75461368b10,7e6cd814-5f9c-42ea-8343-f75461368b10_1710946829137,/,subscribed,yearly_t_2,False,False,transits
transits_tab_switch,1710946900722000,7e6cd814-5f9c-42ea-8343-f75461368b10,7e6cd814-5f9c-42ea-8343-f75461368b10_1710946829137,/,subscribed,yearly_t_2,False,False,transits
transits_tab_switch,1710953161738000,d68f8254-eed1-47a8-9cf9-5c01d005833e,d68f8254-eed1-47a8-9cf9-5c01d005833e_1710953061826,/,subscribed,yearly_t_2,False,False,planets
transits_tab_switch,1710953262069000,079bcc5d-cc69-4b33-bf63-2bc0ed02a9cc,079bcc5d-cc69-4b33-bf63-2bc0ed02a9cc_1710953246249,/,subscribed,yearly_t_2,False,False,planets
transits_tab_switch,1710955011531000,1b70ecdf-eaa5-49a3-bacc-0d78683ffdc2,1b70ecdf-eaa5-49a3-bacc-0d78683ffdc2_1710954998163,/,subscribed,yearly_t_2,False,False,planets
transits_tab_switch,1710954024971000,3421c85b-ea98-478f-a1a9-e6b68382b2f1,3421c85b-ea98-478f-a1a9-e6b68382b2f1_1710954014316,/,subscribed,yearly_t_2,False,False,planets
transits_tab_switch,1710960350233000,1e3dc72c-060d-4d42-b164-86b9fc9cd09c,1e3dc72c-060d-4d42-b164-86b9fc9cd09c_1710960341218,/,subscribed,yearly_t_2,False,False,planets
transits_tab_switch,1710960351027000,1e3dc72c-060d-4d42-b164-86b9fc9cd09c,1e3dc72c-060d-4d42-b164-86b9fc9cd09c_1710960341218,/,subscribed,yearly_t_2,False,False,planets
transits_tab_switch,1710901721726000,0c214761-c0c8-44a7-947f-958eec20a5b9,0c214761-c0c8-44a7-947f-958eec20a5b9_1710901475238,/,subscribed,Yearly_30_b_var3,False,False,planets
transits_tab_switch,1710901053861000,5484c2b5-d1c3-42c3-8c04-0db14acf80c7,5484c2b5-d1c3-42c3-8c04-0db14acf80c7_1710901010293,/,subscribed,weekly_1299_intro_promo_discount,False,False,planets
transits_tab_switch,1710901055669000,5484c2b5-d1c3-42c3-8c04-0db14acf80c7,5484c2b5-d1c3-42c3-8c04-0db14acf80c7_1710901010293,/,subscribed,weekly_1299_intro_promo_discount,False,False,transits
transits_tab_switch,1710967499818000,a26cefc9-13c6-44e5-b436-dc3a40844eb0,a26cefc9-13c6-44e5-b436-dc3a40844eb0_1710967480730,/,subscribed,weekly_1299_intro_promo_discount,False,False,planets
transits_tab_switch,1710967507736000,a26cefc9-13c6-44e5-b436-dc3a40844eb0,a26cefc9-13c6-44e5-b436-dc3a40844eb0_1710967480730,/,subscribed,weekly_1299_intro_promo_discount,False,False,planets
transits_tab_switch,1710967508445000,a26cefc9-13c6-44e5-b436-dc3a40844eb0,a26cefc9-13c6-44e5-b436-dc3a40844eb0_1710967480730,/,subscribed,weekly_1299_intro_promo_discount,False,False,planets
transits_tab_switch,1710967508986000,a26cefc9-13c6-44e5-b436-dc3a40844eb0,a26cefc9-13c6-44e5-b436-dc3a40844eb0_1710967480730,/,subscribed,weekly_1299_intro_promo_discount,False,False,transits
transits_tab_switch,1710967510042000,a26cefc9-13c6-44e5-b436-dc3a40844eb0,a26cefc9-13c6-44e5-b436-dc3a40844eb0_1710967480730,/,subscribed,weekly_1299_intro_promo_discount,False,False,planets
transits_tab_switch,1710967669851000,a26cefc9-13c6-44e5-b436-dc3a40844eb0,a26cefc9-13c6-44e5-b436-dc3a40844eb0_1710967480730,/,subscribed,weekly_1299_intro_promo_discount,False,False,transits
transits_tab_switch,1710970268052000,ea494e5f-c230-4ff0-a871-a3358ce15f20,ea494e5f-c230-4ff0-a871-a3358ce15f20_1710969505916,/,subscribed,6month_1_1999,False,False,planets
transits_tab_switch,1710973380642000,07f63d71-7544-4e7f-ac2b-2baae2dac319,07f63d71-7544-4e7f-ac2b-2baae2dac319_1710972018251,/,subscribed,yearly_t_2,False,False,planets
transits_tab_switch,1710973383128000,07f63d71-7544-4e7f-ac2b-2baae2dac319,07f63d71-7544-4e7f-ac2b-2baae2dac319_1710972018251,/,subscribed,yearly_t_2,False,False,transits
transits_tab_switch,1710973446660000,1b077d5a-522a-40b4-9c8f-bc61a1677992,1b077d5a-522a-40b4-9c8f-bc61a1677992_1710973143597,/,subscribed,yearly_t_2,False,False,planets
transits_tab_switch,1710976978447000,26b0f509-4293-4943-883b-d6be47965900,26b0f509-4293-4943-883b-d6be47965900_1710976957764,/,auto_renew_off,yearly_2_3299,False,False,planets
transits_tab_switch,1710976979810000,26b0f509-4293-4943-883b-d6be47965900,26b0f509-4293-4943-883b-d6be47965900_1710976957764,/,auto_renew_off,yearly_2_3299,False,False,transits
transits_tab_switch,1710976882383000,b40c4195-4dce-4f46-82be-f522108d3fd8,b40c4195-4dce-4f46-82be-f522108d3fd8_1710976113451,/,subscribed,yearly_v4,False,False,planets
transits_tab_switch,1710977213122000,5d3a1992-4990-46a6-b7d2-b3d06a79d190,5d3a1992-4990-46a6-b7d2-b3d06a79d190_1710976575071,/,subscribed,weekly_3,False,False,planets
transits_tab_switch,1710903618196000,4bedb137-69bd-43bc-a40e-8181d55b6d91,4bedb137-69bd-43bc-a40e-8181d55b6d91_1710903610169,/,subscribed,monthly_t_2,True,False,planets
transits_tab_switch,1710906050817000,58d1187f-c7dd-414c-ac6e-c1b58bf1a000,58d1187f-c7dd-414c-ac6e-c1b58bf1a000_1710905983728,/,subscribed,yearly_t_2,False,False,planets
transits_tab_switch,1710907405230000,00800c0d-8507-4972-850a-c34485d8187f,00800c0d-8507-4972-850a-c34485d8187f_1710907274750,/,subscribed,yearly_t_2,False,False,planets
transits_tab_switch,1710907435785000,00800c0d-8507-4972-850a-c34485d8187f,00800c0d-8507-4972-850a-c34485d8187f_1710907274750,/,subscribed,yearly_t_2,False,False,transits
transits_tab_switch,1710913999332000,bd12cc8d-f6d7-40bd-8f14-62b0a2bdb13d,bd12cc8d-f6d7-40bd-8f14-62b0a2bdb13d_1710913938275,/,subscribed,yearly_t_2,False,False,planets
transits_tab_switch,1710919982417000,654be444-6cbc-4d58-b227-225b27db2996,654be444-6cbc-4d58-b227-225b27db2996_1710919698641,/,subscribed,yearly_t_2,False,False,planets
transits_tab_switch,1710919804871000,5be05576-136e-49cb-8c6d-bab6972986d2,5be05576-136e-49cb-8c6d-bab6972986d2_1710919774549,/,subscribed,6month_1_1999,True,False,planets
transits_tab_switch,1710924862810000,6fda53a9-385c-4704-9737-3cb575ec4c2c,6fda53a9-385c-4704-9737-3cb575ec4c2c_1710924816305,/,subscribed,yearly_t_2,True,False,planets
transits_tab_switch,1710921617698000,cb77f9c4-6015-4226-848c-6b736439a2e4,cb77f9c4-6015-4226-848c-6b736439a2e4_1710921613232,/,subscribed,yearly_t_2,False,False,planets
transits_tab_switch,1710922597076000,0a0c5d31-608c-45fd-9efa-c8e8dca1afba,0a0c5d31-608c-45fd-9efa-c8e8dca1afba_1710922572279,/,subscribed,weekly_1299_intro_promo_discount,False,False,planets
transits_tab_switch,1710922661797000,0a0c5d31-608c-45fd-9efa-c8e8dca1afba,0a0c5d31-608c-45fd-9efa-c8e8dca1afba_1710922572279,/,subscribed,weekly_1299_intro_promo_discount,False,False,transits
transits_tab_switch,1710922852957000,0546d5f4-088c-4d07-8104-0eb7e3fee0a6,0546d5f4-088c-4d07-8104-0eb7e3fee0a6_1710922777951,/,subscribed,yearly_t_2,False,False,planets
transits_tab_switch,1710922880508000,0546d5f4-088c-4d07-8104-0eb7e3fee0a6,0546d5f4-088c-4d07-8104-0eb7e3fee0a6_1710922777951,/,subscribed,yearly_t_2,False,False,transits
transits_tab_switch,1710921642054000,1b63ea8c-91b7-4149-9ee6-f85eff6c3168,1b63ea8c-91b7-4149-9ee6-f85eff6c3168_1710921637386,/,subscribed,yearly_t_2,False,False,planets
transits_tab_switch,1710923172173000,de9aac96-7e17-4168-9fac-0d8047867b1e,de9aac96-7e17-4168-9fac-0d8047867b1e_1710923051281,/,subscribed,yearly_t_2,False,False,transits
transits_tab_switch,1710923173638000,de9aac96-7e17-4168-9fac-0d8047867b1e,de9aac96-7e17-4168-9fac-0d8047867b1e_1710923051281,/,subscribed,yearly_t_2,False,False,planets
transits_tab_switch,1710923188012000,de9aac96-7e17-4168-9fac-0d8047867b1e,de9aac96-7e17-4168-9fac-0d8047867b1e_1710923051281,/,subscribed,yearly_t_2,False,False,transits
transits_tab_switch,1710923685925000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710923311844,/,subscribed,yearly_t_2,False,False,planets
transits_tab_switch,1710928143013000,39dc36ff-40af-411d-82fc-0f49900138a2,39dc36ff-40af-411d-82fc-0f49900138a2_1710928138348,/,subscribed,monthly_1_999_nt,True,False,planets
transits_tab_switch,1710925356126000,079bcc5d-cc69-4b33-bf63-2bc0ed02a9cc,079bcc5d-cc69-4b33-bf63-2bc0ed02a9cc_1710925351108,/,subscribed,yearly_t_2,False,False,planets
