event_name,event_timestamp,user_pseudo_id,unique_session_id,data.path,event_properties.variationId
event_paywall_open,1708391730579000,120f5560-398d-4cbe-baa5-8e2f1075ab9e,120f5560-398d-4cbe-baa5-8e2f1075ab9e_1708391729583,/,f6f87b59-2c59-4152-bed9-09b0cb8cad97
event_paywall_open,1710894919352000,120f5560-398d-4cbe-baa5-8e2f1075ab9e,120f5560-398d-4cbe-baa5-8e2f1075ab9e_1710894918280,/,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba
event_paywall_open,1709313210373000,95985fb4-eff2-481d-8b28-71cea5a63c2b,95985fb4-eff2-481d-8b28-71cea5a63c2b_1709313208662,/,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba
event_paywall_open,1710894859524000,49c5653b-5c3f-4eb9-a2a8-cd94a52610f6,49c5653b-5c3f-4eb9-a2a8-cd94a52610f6_1710894858665,/,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba
event_paywall_open,1710893722734000,d7da3762-12f5-4a08-a710-22bba61eb155,d7da3762-12f5-4a08-a710-22bba61eb155_1710893720354,/,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba
event_paywall_open,1710893322839000,823c8607-14df-4729-a8ad-e81656beffed,823c8607-14df-4729-a8ad-e81656beffed_1710892945030,/,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba
event_paywall_open,1710893807930000,6ff3c4e1-4eb6-48a2-b5e5-399ebec9aa8d,6ff3c4e1-4eb6-48a2-b5e5-399ebec9aa8d_1710893684725,/,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba
event_paywall_open,1710893817125000,6ff3c4e1-4eb6-48a2-b5e5-399ebec9aa8d,6ff3c4e1-4eb6-48a2-b5e5-399ebec9aa8d_1710893684725,/,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba
event_paywall_open,1710893978646000,7010124d-4e1c-487c-9c51-f96f8e0d5dfa,7010124d-4e1c-487c-9c51-f96f8e0d5dfa_1710893863712,/,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba
event_paywall_open,1710894161187000,d5597eb2-25d4-4424-ae70-5a7deba4b201,d5597eb2-25d4-4424-ae70-5a7deba4b201_1710894047110,/,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba
event_paywall_open,1710894184871000,d5597eb2-25d4-4424-ae70-5a7deba4b201,d5597eb2-25d4-4424-ae70-5a7deba4b201_1710894047110,/,f1f758c6-f81a-4133-8d64-b8fb6286260d
event_paywall_open,1710894190182000,d5597eb2-25d4-4424-ae70-5a7deba4b201,d5597eb2-25d4-4424-ae70-5a7deba4b201_1710894047110,/,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba
event_paywall_open,1710894197973000,d5597eb2-25d4-4424-ae70-5a7deba4b201,d5597eb2-25d4-4424-ae70-5a7deba4b201_1710894047110,/,f1f758c6-f81a-4133-8d64-b8fb6286260d
event_paywall_open,1710894247947000,d5597eb2-25d4-4424-ae70-5a7deba4b201,d5597eb2-25d4-4424-ae70-5a7deba4b201_1710894047110,/,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba
event_paywall_open,1710894256544000,d5597eb2-25d4-4424-ae70-5a7deba4b201,d5597eb2-25d4-4424-ae70-5a7deba4b201_1710894047110,/,f1f758c6-f81a-4133-8d64-b8fb6286260d
