event_name,event_timestamp,user_pseudo_id,unique_session_id,data.path,user_properties.app_language,user_properties.feature_new_onboarding,user_properties.ab_tooltips_enabled,event_properties.city,event_properties.lang
onb_place_placenotfound,1710957445907000,613a4ec3-2747-40a7-a67d-dd6f11fde728,613a4ec3-2747-40a7-a67d-dd6f11fde728_1710957294121,/,en,False,False,Medical new,en
onb_place_placenotfound,1710957449185000,613a4ec3-2747-40a7-a67d-dd6f11fde728,613a4ec3-2747-40a7-a67d-dd6f11fde728_1710957294121,/,en,False,False,Medical New Jersey,en
onb_place_placenotfound,1710957451392000,613a4ec3-2747-40a7-a67d-dd6f11fde728,613a4ec3-2747-40a7-a67d-dd6f11fde728_1710957294121,/,en,False,False,Medical New Jersey city,en
onb_place_placenotfound,1710959246278000,fafe17ba-083d-4b4d-9502-634ab6418447,fafe17ba-083d-4b4d-9502-634ab6418447_1710959188542,/,ru,False,False,Shym,ru
onb_place_placenotfound,1710960072598000,f13ce10b-9919-4305-b4c6-6be9869ea6f2,f13ce10b-9919-4305-b4c6-6be9869ea6f2_1710959960291,/,en,False,False,"Jackson,",en
onb_place_placenotfound,1710960076498000,f13ce10b-9919-4305-b4c6-6be9869ea6f2,f13ce10b-9919-4305-b4c6-6be9869ea6f2_1710959960291,/,en,False,False,Jackson mi,en
onb_place_placenotfound,1710960078402000,f13ce10b-9919-4305-b4c6-6be9869ea6f2,f13ce10b-9919-4305-b4c6-6be9869ea6f2_1710959960291,/,en,False,False,Jackson mich,en
onb_place_placenotfound,1710960079988000,f13ce10b-9919-4305-b4c6-6be9869ea6f2,f13ce10b-9919-4305-b4c6-6be9869ea6f2_1710959960291,/,en,False,False,Jackson mi,en
onb_place_placenotfound,1710960099327000,f13ce10b-9919-4305-b4c6-6be9869ea6f2,f13ce10b-9919-4305-b4c6-6be9869ea6f2_1710959960291,/,en,False,False,Michigan jackson,en
onb_place_placenotfound,1710901467134000,47906572-0bea-42fb-a516-ad379f3bac30,47906572-0bea-42fb-a516-ad379f3bac30_1710901377274,/,en,False,False,Managua nicara,en
onb_place_placenotfound,1710901468225000,47906572-0bea-42fb-a516-ad379f3bac30,47906572-0bea-42fb-a516-ad379f3bac30_1710901377274,/,en,False,False,Managua Nicaragua,en
onb_place_placenotfound,1710965125137000,928668f1-1810-430d-9f4a-774d90b03208,928668f1-1810-430d-9f4a-774d90b03208_1710965056344,/,en,False,False,Willimantic CT,en
onb_place_placenotfound,1710965143839000,928668f1-1810-430d-9f4a-774d90b03208,928668f1-1810-430d-9f4a-774d90b03208_1710965056344,/,en,False,False,NCT,en
onb_place_placenotfound,1710965148320000,928668f1-1810-430d-9f4a-774d90b03208,928668f1-1810-430d-9f4a-774d90b03208_1710965056344,/,en,False,False,NoCT,en
onb_place_placenotfound,1710965152159000,928668f1-1810-430d-9f4a-774d90b03208,928668f1-1810-430d-9f4a-774d90b03208_1710965056344,/,en,False,False,Norwich CT,en
onb_place_placenotfound,1710965158877000,928668f1-1810-430d-9f4a-774d90b03208,928668f1-1810-430d-9f4a-774d90b03208_1710965056344,/,en,False,False,Hartford CT,en
onb_place_placenotfound,1710965340575000,928668f1-1810-430d-9f4a-774d90b03208,928668f1-1810-430d-9f4a-774d90b03208_1710965056344,/,en,False,False,CT,en
onb_place_placenotfound,1710965346827000,928668f1-1810-430d-9f4a-774d90b03208,928668f1-1810-430d-9f4a-774d90b03208_1710965056344,/,en,False,False,New yprk,en
onb_place_placenotfound,1710965773328000,ca5649b8-721f-43f4-82ab-0e849c0c3cb6,ca5649b8-721f-43f4-82ab-0e849c0c3cb6_1710965663409,/,en,False,False,Medellín col,en
onb_place_placenotfound,1710967895584000,b27b8466-7c6e-42d0-b1e7-340f48334298,b27b8466-7c6e-42d0-b1e7-340f48334298_1710967824233,/,en,False,False,Winston salem nc,en
onb_place_placenotfound,1710968535309000,a60794ca-79b1-4ec7-87cc-16640749552c,a60794ca-79b1-4ec7-87cc-16640749552c_1710968479993,/,en,False,False,Bergen coun,en
onb_place_placenotfound,1710969793879000,9d210360-2f43-4729-b4a2-2c3833d3ed6b,9d210360-2f43-4729-b4a2-2c3833d3ed6b_1710969720428,/,en,False,False,Woc,en
onb_place_placenotfound,1710969799162000,9d210360-2f43-4729-b4a2-2c3833d3ed6b,9d210360-2f43-4729-b4a2-2c3833d3ed6b_1710969720428,/,en,False,False,Woc,en
onb_place_placenotfound,1710969809537000,9d210360-2f43-4729-b4a2-2c3833d3ed6b,9d210360-2f43-4729-b4a2-2c3833d3ed6b_1710969720428,/,en,False,False,Wocstshire,en
onb_place_placenotfound,1710969816220000,9d210360-2f43-4729-b4a2-2c3833d3ed6b,9d210360-2f43-4729-b4a2-2c3833d3ed6b_1710969720428,/,en,False,False,Woster,en
onb_place_placenotfound,1710969939444000,812f88bd-1570-43fa-89c7-aba2067b73ae,812f88bd-1570-43fa-89c7-aba2067b73ae_1710969889710,/,en,False,False,"Harrisburg,",en
onb_place_placenotfound,1710969944049000,812f88bd-1570-43fa-89c7-aba2067b73ae,812f88bd-1570-43fa-89c7-aba2067b73ae_1710969889710,/,en,False,False,"Harrisburg, Pennsylvania",en
onb_place_placenotfound,1710969945688000,812f88bd-1570-43fa-89c7-aba2067b73ae,812f88bd-1570-43fa-89c7-aba2067b73ae_1710969889710,/,en,False,False,"Harrisburg, Pennsylvania,",en
onb_place_placenotfound,1710970283476000,820e748e-9066-4ba4-ace2-6f4a124b3db3,820e748e-9066-4ba4-ace2-6f4a124b3db3_1710970108477,/,es,False,False,Pericos sinaloa,es
onb_place_placenotfound,1710970300575000,820e748e-9066-4ba4-ace2-6f4a124b3db3,820e748e-9066-4ba4-ace2-6f4a124b3db3_1710970108477,/,es,False,False,Crucero badi,es
onb_place_placenotfound,1710970302520000,820e748e-9066-4ba4-ace2-6f4a124b3db3,820e748e-9066-4ba4-ace2-6f4a124b3db3_1710970108477,/,es,False,False,Crucero badira,es
onb_place_placenotfound,1710970336309000,820e748e-9066-4ba4-ace2-6f4a124b3db3,820e748e-9066-4ba4-ace2-6f4a124b3db3_1710970108477,/,es,False,False,Los mezcales,es
onb_place_placenotfound,1710970351790000,820e748e-9066-4ba4-ace2-6f4a124b3db3,820e748e-9066-4ba4-ace2-6f4a124b3db3_1710970108477,/,es,False,False,Retes,es
onb_place_placenotfound,1710970362236000,820e748e-9066-4ba4-ace2-6f4a124b3db3,820e748e-9066-4ba4-ace2-6f4a124b3db3_1710970108477,/,es,False,False,El guamu,es
onb_place_placenotfound,1710970364058000,820e748e-9066-4ba4-ace2-6f4a124b3db3,820e748e-9066-4ba4-ace2-6f4a124b3db3_1710970108477,/,es,False,False,El guamuc,es
onb_place_placenotfound,1710970366929000,820e748e-9066-4ba4-ace2-6f4a124b3db3,820e748e-9066-4ba4-ace2-6f4a124b3db3_1710970108477,/,es,False,False,El guamuchil,es
onb_place_placenotfound,1710970404302000,820e748e-9066-4ba4-ace2-6f4a124b3db3,820e748e-9066-4ba4-ace2-6f4a124b3db3_1710970108477,/,es,False,False,El guadare,es
onb_place_placenotfound,1710972136534000,1b876427-2f30-4d3c-9bee-c7e1caf6c70f,1b876427-2f30-4d3c-9bee-c7e1caf6c70f_1710971569787,/,en,False,False,Fosi,en
onb_place_placenotfound,1710972144524000,1b876427-2f30-4d3c-9bee-c7e1caf6c70f,1b876427-2f30-4d3c-9bee-c7e1caf6c70f_1710971569787,/,en,False,False,Makmo,en
onb_place_placenotfound,1710972921984000,928668f1-1810-430d-9f4a-774d90b03208,928668f1-1810-430d-9f4a-774d90b03208_1710972875697,/,en,False,False,Warren Ph,en
onb_place_placenotfound,1710972926891000,928668f1-1810-430d-9f4a-774d90b03208,928668f1-1810-430d-9f4a-774d90b03208_1710972875697,/,en,False,False,Warren O,en
onb_place_placenotfound,1710972928624000,928668f1-1810-430d-9f4a-774d90b03208,928668f1-1810-430d-9f4a-774d90b03208_1710972875697,/,en,False,False,Warren OHio,en
onb_place_placenotfound,1710975021164000,db2e9515-1e72-4c80-ba86-8ba946438e2f,db2e9515-1e72-4c80-ba86-8ba946438e2f_1710973550537,/,en,False,False,paso pereira,en
onb_place_placenotfound,1710975036212000,db2e9515-1e72-4c80-ba86-8ba946438e2f,db2e9515-1e72-4c80-ba86-8ba946438e2f_1710973550537,/,en,False,False,"uruguay,",en
onb_place_placenotfound,1710975037749000,db2e9515-1e72-4c80-ba86-8ba946438e2f,db2e9515-1e72-4c80-ba86-8ba946438e2f_1710973550537,/,en,False,False,"uruguay, p",en
onb_place_placenotfound,1710975039537000,db2e9515-1e72-4c80-ba86-8ba946438e2f,db2e9515-1e72-4c80-ba86-8ba946438e2f_1710973550537,/,en,False,False,"uruguay, paso",en
onb_place_placenotfound,1710975058028000,db2e9515-1e72-4c80-ba86-8ba946438e2f,db2e9515-1e72-4c80-ba86-8ba946438e2f_1710973550537,/,en,False,False,paso pere,en
onb_place_placenotfound,1710975059978000,db2e9515-1e72-4c80-ba86-8ba946438e2f,db2e9515-1e72-4c80-ba86-8ba946438e2f_1710973550537,/,en,False,False,paso per,en
onb_place_placenotfound,1710975061824000,db2e9515-1e72-4c80-ba86-8ba946438e2f,db2e9515-1e72-4c80-ba86-8ba946438e2f_1710973550537,/,en,False,False,paso pe,en
onb_place_placenotfound,1710975476437000,5d3a1992-4990-46a6-b7d2-b3d06a79d190,5d3a1992-4990-46a6-b7d2-b3d06a79d190_1710975342572,/,en,False,False,"Deer Park,",en
onb_place_placenotfound,1710975483315000,5d3a1992-4990-46a6-b7d2-b3d06a79d190,5d3a1992-4990-46a6-b7d2-b3d06a79d190_1710975342572,/,en,False,False,"Deer Park, California",en
onb_place_placenotfound,1710975527129000,5d3a1992-4990-46a6-b7d2-b3d06a79d190,5d3a1992-4990-46a6-b7d2-b3d06a79d190_1710975342572,/,en,False,False,Saint helena,en
onb_place_placenotfound,1710975787187000,16e3becf-3a61-4db3-ae03-d7d128a36511,16e3becf-3a61-4db3-ae03-d7d128a36511_1710975693201,/,en,False,False,Krostian,en
onb_place_placenotfound,1710975812964000,16e3becf-3a61-4db3-ae03-d7d128a36511,16e3becf-3a61-4db3-ae03-d7d128a36511_1710975693201,/,en,False,False,Norway k,en
onb_place_placenotfound,1710975855608000,16e3becf-3a61-4db3-ae03-d7d128a36511,16e3becf-3a61-4db3-ae03-d7d128a36511_1710975693201,/,en,False,False,Krostian,en
onb_place_placenotfound,1710975864419000,16e3becf-3a61-4db3-ae03-d7d128a36511,16e3becf-3a61-4db3-ae03-d7d128a36511_1710975693201,/,en,False,False,Krostiansund,en
onb_place_placenotfound,1710907462221000,418f8041-0e92-4f3e-82ad-beb6b1abcd0c,418f8041-0e92-4f3e-82ad-beb6b1abcd0c_1710907417643,/,en,False,False,the bronc,en
onb_place_placenotfound,1710908888179000,2228b6f6-149b-4285-bfa6-76634edecfc5,2228b6f6-149b-4285-bfa6-76634edecfc5_1710908824805,/,en,False,False,Santa Cruz cal,en
onb_place_placenotfound,1710908892399000,2228b6f6-149b-4285-bfa6-76634edecfc5,2228b6f6-149b-4285-bfa6-76634edecfc5_1710908824805,/,en,False,False,"Santa Cruz,",en
onb_place_placenotfound,1710908896908000,2228b6f6-149b-4285-bfa6-76634edecfc5,2228b6f6-149b-4285-bfa6-76634edecfc5_1710908824805,/,en,False,False,"Santa Cruz, cali",en
onb_place_placenotfound,1710908898083000,2228b6f6-149b-4285-bfa6-76634edecfc5,2228b6f6-149b-4285-bfa6-76634edecfc5_1710908824805,/,en,False,False,"Santa Cruz, Cali",en
onb_place_placenotfound,1710908907454000,2228b6f6-149b-4285-bfa6-76634edecfc5,2228b6f6-149b-4285-bfa6-76634edecfc5_1710908824805,/,en,False,False,"Santa Cruz,",en
onb_place_placenotfound,1710908914416000,2228b6f6-149b-4285-bfa6-76634edecfc5,2228b6f6-149b-4285-bfa6-76634edecfc5_1710908824805,/,en,False,False,Santa Cruz cali,en
onb_place_placenotfound,1710908916974000,2228b6f6-149b-4285-bfa6-76634edecfc5,2228b6f6-149b-4285-bfa6-76634edecfc5_1710908824805,/,en,False,False,Santa Cruz calii,en
onb_place_placenotfound,1710908919126000,2228b6f6-149b-4285-bfa6-76634edecfc5,2228b6f6-149b-4285-bfa6-76634edecfc5_1710908824805,/,en,False,False,Santa Cruz California,en
onb_place_placenotfound,1710909116351000,2228b6f6-149b-4285-bfa6-76634edecfc5,2228b6f6-149b-4285-bfa6-76634edecfc5_1710908824805,/,en,False,False,Durhan,en
onb_place_placenotfound,1710912561166000,d4f3a9fe-5309-41f5-b855-1d8a8102419c,d4f3a9fe-5309-41f5-b855-1d8a8102419c_1710912516216,/,en,False,False,Alberq,en
onb_place_placenotfound,1710912565980000,d4f3a9fe-5309-41f5-b855-1d8a8102419c,d4f3a9fe-5309-41f5-b855-1d8a8102419c_1710912516216,/,en,False,False,Alberqer,en
onb_place_placenotfound,1710912573041000,d4f3a9fe-5309-41f5-b855-1d8a8102419c,d4f3a9fe-5309-41f5-b855-1d8a8102419c_1710912516216,/,en,False,False,New me,en
onb_place_placenotfound,1710912575629000,d4f3a9fe-5309-41f5-b855-1d8a8102419c,d4f3a9fe-5309-41f5-b855-1d8a8102419c_1710912516216,/,en,False,False,New mexico,en
onb_place_placenotfound,1710914656641000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,en,False,False,"El Salvador,",en
onb_place_placenotfound,1710914660019000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,en,False,False,"El Salvador, San",en
onb_place_placenotfound,1710914665240000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,en,False,False,"El Salvador, San Salvador",en
onb_place_placenotfound,1710914676399000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,en,False,False,San El Salvador,en
onb_place_placenotfound,1710914680295000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,en,False,False,San SalvadorEl Salvador,en
onb_place_placenotfound,1710914681517000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,en,False,False,"San Salvador, El Salvador",en
onb_place_placenotfound,1710914684318000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,en,False,False,San SalvadorEl Salvador,en
onb_place_placenotfound,1710914685316000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,en,False,False,San Salvador El Salvador,en
onb_place_placenotfound,1710914706714000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,en,False,False,"El Salvador,",en
onb_place_placenotfound,1710914714783000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,en,False,False,"El Salvador, San Salvador",en
onb_place_placenotfound,1710926210677000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710923311844,/,en,False,False,"Stanford,",en
onb_place_placenotfound,1710926217227000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710923311844,/,en,False,False,"Stanford, california",en
onb_place_placenotfound,1710928246382000,3703b218-d44e-4a3c-9d4e-ea013e835494,3703b218-d44e-4a3c-9d4e-ea013e835494_1710928192402,/,en,False,False,Robtak,en
