event_name,event_timestamp,user_pseudo_id,unique_session_id,data.path,user_properties.app_language,user_properties.feature_new_onboarding,user_properties.ab_tooltips_enabled,user_properties.level
onb2_goal,1710957825058000,7a284a01-cde8-49ae-a8a8-41e4b5418c3f,7a284a01-cde8-49ae-a8a8-41e4b5418c3f_1710957272729,/,en,True,False,expert
