event_name,event_timestamp,user_pseudo_id,unique_session_id,data.path,user_properties.ab_tooltips_enabled,event_properties.titles
onb_goal_selection,1710969754822000,9d210360-2f43-4729-b4a2-2c3833d3ed6b,9d210360-2f43-4729-b4a2-2c3833d3ed6b_1710969720428,/,False,"['Get to know yourself better', 'Embrace your emotions', 'Improve your quality of life', 'Learn to love Yourself']"
onb_goal_selection,1710969892695000,cba80920-95da-4972-aaa4-c65a4f2c97d3,cba80920-95da-4972-aaa4-c65a4f2c97d3_1710969871203,/,False,"['Get to know yourself better', 'Embrace your emotions', 'Improve your quality of life', 'Find your calling', 'Smooth out your relationships with loved ones', 'Learn to love Yourself']"
onb_goal_selection,1710969912786000,812f88bd-1570-43fa-89c7-aba2067b73ae,812f88bd-1570-43fa-89c7-aba2067b73ae_1710969889710,/,False,['Get to know yourself better']
onb_goal_selection,1710970176742000,820e748e-9066-4ba4-ace2-6f4a124b3db3,820e748e-9066-4ba4-ace2-6f4a124b3db3_1710970108477,/,False,"['Conócete mejor a ti mismo', 'Abraza tus emociones', 'Mejora tu calidad de vida', 'Encuentra tu llamado', 'Suavizar tus relaciones con seres queridos', 'Aprende a amarte a ti mismo']"
onb_goal_selection,1710971118103000,a27ffb51-f90d-4247-8557-4ffae63b54d6,a27ffb51-f90d-4247-8557-4ffae63b54d6_1710971095751,/,False,"['Smooth out your relationships with loved ones', 'Learn to love Yourself']"
onb_goal_selection,1710971667870000,d526c0c4-0ce8-4920-845f-5bad8b716ab5,d526c0c4-0ce8-4920-845f-5bad8b716ab5_1710971627499,/,False,['Improve your quality of life']
onb_goal_selection,1710972254345000,76bf5647-6434-45f9-9b4a-7c1fc1acba50,76bf5647-6434-45f9-9b4a-7c1fc1acba50_1710972226300,/,False,"['Get to know yourself better', 'Embrace your emotions', 'Improve your quality of life', 'Find your calling', 'Smooth out your relationships with loved ones', 'Learn to love Yourself']"
onb_goal_selection,1710973092410000,c5f6b45e-9f8a-49ec-a1fe-a810e05abc75,c5f6b45e-9f8a-49ec-a1fe-a810e05abc75_1710973063724,/,False,['Smooth out your relationships with loved ones']
onb_goal_selection,1710973521327000,ace23474-e60c-4d01-9b49-e806671eff69,ace23474-e60c-4d01-9b49-e806671eff69_1710973488965,/,False,"['Get to know yourself better', 'Embrace your emotions', 'Improve your quality of life', 'Find your calling', 'Smooth out your relationships with loved ones', 'Learn to love Yourself']"
onb_goal_selection,1710973582903000,db2e9515-1e72-4c80-ba86-8ba946438e2f,db2e9515-1e72-4c80-ba86-8ba946438e2f_1710973550537,/,False,"['Get to know yourself better', 'Embrace your emotions', 'Improve your quality of life', 'Find your calling', 'Smooth out your relationships with loved ones', 'Learn to love Yourself']"
