event_name,event_timestamp,user_pseudo_id,unique_session_id,data.path,event_properties.status
paywall_restore,1710893731112000,d7da3762-12f5-4a08-a710-22bba61eb155,d7da3762-12f5-4a08-a710-22bba61eb155_1710893720354,/,fail
paywall_restore,1710932278172000,cba1d092-a740-4375-861b-8115769793da,cba1d092-a740-4375-861b-8115769793da_1710932041947,/,fail
paywall_restore,1710682085186000,70afcf35-0792-4f0b-a643-eaffc6b69e50,70afcf35-0792-4f0b-a643-eaffc6b69e50_1710682060205,/,fail
paywall_restore,1710933264967000,a6fa30ba-57ca-49f6-9881-52b578b429bb,a6fa30ba-57ca-49f6-9881-52b578b429bb_1710933144806,/,fail
paywall_restore,1710934891901000,a395c4e0-b082-4656-ab48-234e464d0dec,a395c4e0-b082-4656-ab48-234e464d0dec_1710934880554,/,fail
paywall_restore,1710939506830000,a395c4e0-b082-4656-ab48-234e464d0dec,a395c4e0-b082-4656-ab48-234e464d0dec_1710939501166,/,fail
paywall_restore,1710939514441000,a395c4e0-b082-4656-ab48-234e464d0dec,a395c4e0-b082-4656-ab48-234e464d0dec_1710939501166,/,fail
paywall_restore,1710936556338000,a26cefc9-13c6-44e5-b436-dc3a40844eb0,a26cefc9-13c6-44e5-b436-dc3a40844eb0_1710936351431,/,fail
paywall_restore,1710936572723000,a26cefc9-13c6-44e5-b436-dc3a40844eb0,a26cefc9-13c6-44e5-b436-dc3a40844eb0_1710936351431,/,fail
paywall_restore,1710941001248000,1937fb7e-ee0c-47da-a453-88033334f288,1937fb7e-ee0c-47da-a453-88033334f288_1710940759574,/,fail
paywall_restore,1710941005167000,1937fb7e-ee0c-47da-a453-88033334f288,1937fb7e-ee0c-47da-a453-88033334f288_1710940759574,/,fail
paywall_restore,1710942282697000,c98329a1-7992-4017-acea-ec7e35ecab38,c98329a1-7992-4017-acea-ec7e35ecab38_1710942092685,/,fail
paywall_restore,1710942914840000,68d9c205-d33d-4b68-98ae-d2e99220f7ee,68d9c205-d33d-4b68-98ae-d2e99220f7ee_1710942809851,/,fail
paywall_restore,1710945904854000,3079b182-4ab9-4bea-9c17-f13c8be1831b,3079b182-4ab9-4bea-9c17-f13c8be1831b_1710945661806,/,fail
paywall_restore,1710948622875000,7bbe6f76-5e4f-466e-bcf1-d90d10ab20c1,7bbe6f76-5e4f-466e-bcf1-d90d10ab20c1_1710948348494,/,fail
paywall_restore,1710948300444000,08bdd14e-0cd4-43db-8658-84d40af8d3e0,08bdd14e-0cd4-43db-8658-84d40af8d3e0_1710948063958,/,fail
paywall_restore,1710950421832000,eae3989a-c9b6-465a-99eb-f87432b50d2c,eae3989a-c9b6-465a-99eb-f87432b50d2c_1710950412651,/,fail
paywall_restore,1710953816763000,7d092379-98f0-41ea-95f4-3112bdbccfe0,7d092379-98f0-41ea-95f4-3112bdbccfe0_1710953672036,/,fail
paywall_restore,1710956363414000,9e5261c5-3c2f-44ed-81ff-3f12cc20df38,9e5261c5-3c2f-44ed-81ff-3f12cc20df38_1710956279022,/,success
paywall_restore,1710960942118000,f2a3eff0-c899-4a7c-9bcf-908320d94264,f2a3eff0-c899-4a7c-9bcf-908320d94264_1710960900009,/,fail
paywall_restore,1710958423165000,c034d34d-178d-4f00-8e38-0247c60f9a13,c034d34d-178d-4f00-8e38-0247c60f9a13_1710958042517,/,fail
