event_name,event_timestamp,user_pseudo_id,unique_session_id,data.path,event_properties.status
paywall_restore,1710958679169000,0780ced4-b873-4600-aea0-65b555d79d91,0780ced4-b873-4600-aea0-65b555d79d91_1710958548376,/,fail
paywall_restore,1710959553910000,67ba6b68-0366-4be5-8fb3-b6dbb5378d42,67ba6b68-0366-4be5-8fb3-b6dbb5378d42_1710959383411,/,fail
paywall_restore,1710960579549000,a97cfd04-3554-4b6a-854a-9a3c51e14e6f,a97cfd04-3554-4b6a-854a-9a3c51e14e6f_1710960470179,/,fail
paywall_restore,1710960913691000,f7665812-d273-4ed7-87f7-b8dbe8034d4a,f7665812-d273-4ed7-87f7-b8dbe8034d4a_1710960670751,/,fail
paywall_restore,1710963672635000,2b969b36-e4f8-4503-b70b-e99eaeed7cf4,2b969b36-e4f8-4503-b70b-e99eaeed7cf4_1710963539324,/,fail
paywall_restore,1710963686792000,2b969b36-e4f8-4503-b70b-e99eaeed7cf4,2b969b36-e4f8-4503-b70b-e99eaeed7cf4_1710963539324,/,fail
paywall_restore,1710902066511000,ce5e2ac1-c0ed-4b54-b142-7f4d2634c750,ce5e2ac1-c0ed-4b54-b142-7f4d2634c750_1710901908091,/,fail
paywall_restore,1710902113645000,ce5e2ac1-c0ed-4b54-b142-7f4d2634c750,ce5e2ac1-c0ed-4b54-b142-7f4d2634c750_1710901908091,/,fail
paywall_restore,1710965895318000,ca5649b8-721f-43f4-82ab-0e849c0c3cb6,ca5649b8-721f-43f4-82ab-0e849c0c3cb6_1710965663409,/,fail
paywall_restore,1710967039934000,d2aa1270-ea72-4a2f-a074-6dd83bd73cb9,d2aa1270-ea72-4a2f-a074-6dd83bd73cb9_1710966895000,/,fail
paywall_restore,1710967944049000,b27b8466-7c6e-42d0-b1e7-340f48334298,b27b8466-7c6e-42d0-b1e7-340f48334298_1710967824233,/,fail
paywall_restore,1710970608052000,1df649e8-fa60-4057-9ade-c3b6d2ce72e7,1df649e8-fa60-4057-9ade-c3b6d2ce72e7_1710970108477,/,success
paywall_restore,1710969036282000,faec4d66-82b0-445c-80be-51e1869d3f76,faec4d66-82b0-445c-80be-51e1869d3f76_1710968843889,/,fail
paywall_restore,1710969073990000,faec4d66-82b0-445c-80be-51e1869d3f76,faec4d66-82b0-445c-80be-51e1869d3f76_1710968843889,/,fail
paywall_restore,1710969076718000,faec4d66-82b0-445c-80be-51e1869d3f76,faec4d66-82b0-445c-80be-51e1869d3f76_1710968843889,/,fail
paywall_restore,1710969082408000,faec4d66-82b0-445c-80be-51e1869d3f76,faec4d66-82b0-445c-80be-51e1869d3f76_1710968843889,/,fail
paywall_restore,1710969091864000,faec4d66-82b0-445c-80be-51e1869d3f76,faec4d66-82b0-445c-80be-51e1869d3f76_1710968843889,/,fail
paywall_restore,1710969136677000,faec4d66-82b0-445c-80be-51e1869d3f76,faec4d66-82b0-445c-80be-51e1869d3f76_1710968843889,/,fail
paywall_restore,1710970032821000,812f88bd-1570-43fa-89c7-aba2067b73ae,812f88bd-1570-43fa-89c7-aba2067b73ae_1710969889710,/,fail
paywall_restore,1710971853254000,d526c0c4-0ce8-4920-845f-5bad8b716ab5,d526c0c4-0ce8-4920-845f-5bad8b716ab5_1710971627499,/,fail
paywall_restore,1710972381282000,76bf5647-6434-45f9-9b4a-7c1fc1acba50,76bf5647-6434-45f9-9b4a-7c1fc1acba50_1710972226300,/,fail
paywall_restore,1710976264601000,3101812c-84f3-4eca-a163-4f89f8c4fa8d,3101812c-84f3-4eca-a163-4f89f8c4fa8d_1710976248266,/,fail
paywall_restore,1710976360966000,3101812c-84f3-4eca-a163-4f89f8c4fa8d,3101812c-84f3-4eca-a163-4f89f8c4fa8d_1710976248266,/,fail
paywall_restore,1710907543728000,418f8041-0e92-4f3e-82ad-beb6b1abcd0c,418f8041-0e92-4f3e-82ad-beb6b1abcd0c_1710907417643,/,fail
paywall_restore,1710910674962000,6d3fc37f-996e-4b04-baed-712d87c818a3,6d3fc37f-996e-4b04-baed-712d87c818a3_1710910540537,/,fail
paywall_restore,1710911162361000,7501ef58-7263-4887-8bb7-c60fef565c40,7501ef58-7263-4887-8bb7-c60fef565c40_1710911143507,/,fail
paywall_restore,1710915982566000,a5ec369b-6894-438a-8aa4-cf0a6c9fa0c7,a5ec369b-6894-438a-8aa4-cf0a6c9fa0c7_1710915971992,/,fail
paywall_restore,1710914991744000,a395c4e0-b082-4656-ab48-234e464d0dec,a395c4e0-b082-4656-ab48-234e464d0dec_1710914827056,/,fail
paywall_restore,1710915693124000,7e88d7f7-5345-4a5e-9995-313cdaef2b1a,7e88d7f7-5345-4a5e-9995-313cdaef2b1a_1710915543064,/,fail
paywall_restore,1710916038272000,c6b7a3b4-ad5b-4a0a-992b-ca05663788cd,c6b7a3b4-ad5b-4a0a-992b-ca05663788cd_1710915884491,/,fail
paywall_restore,1710920093184000,eacab673-4c24-4219-96ac-d9b9a9b49f72,eacab673-4c24-4219-96ac-d9b9a9b49f72_1710919975274,/,success
paywall_restore,1710918055091000,269af40e-9fe5-44a7-b0b3-7045386ebc1c,269af40e-9fe5-44a7-b0b3-7045386ebc1c_1710918026766,/,fail
paywall_restore,1710918067228000,269af40e-9fe5-44a7-b0b3-7045386ebc1c,269af40e-9fe5-44a7-b0b3-7045386ebc1c_1710918026766,/,fail
paywall_restore,1710918123592000,269af40e-9fe5-44a7-b0b3-7045386ebc1c,269af40e-9fe5-44a7-b0b3-7045386ebc1c_1710918026766,/,fail
paywall_restore,1710924778576000,e7e66103-0bd7-407d-9088-ac075604b556,e7e66103-0bd7-407d-9088-ac075604b556_1710924545533,/,fail
paywall_restore,1710924784056000,e7e66103-0bd7-407d-9088-ac075604b556,e7e66103-0bd7-407d-9088-ac075604b556_1710924545533,/,fail
paywall_restore,1710924826301000,e7e66103-0bd7-407d-9088-ac075604b556,e7e66103-0bd7-407d-9088-ac075604b556_1710924545533,/,fail
paywall_restore,1710924832824000,e7e66103-0bd7-407d-9088-ac075604b556,e7e66103-0bd7-407d-9088-ac075604b556_1710924545533,/,fail
paywall_restore,1709805678443000,7f982a14-328b-4db0-9606-af55ca05efac,7f982a14-328b-4db0-9606-af55ca05efac_1709805668600,/,fail
paywall_restore,1710928326085000,3703b218-d44e-4a3c-9d4e-ea013e835494,3703b218-d44e-4a3c-9d4e-ea013e835494_1710928192402,/,fail
