event_name,event_timestamp,user_pseudo_id,unique_session_id,data.path,user_properties.ab_tooltips_enabled,event_properties.title
onb_level_selection,1710898402014000,3db1b59d-2ff8-43c5-986e-e99dd2ac9dc4,3db1b59d-2ff8-43c5-986e-e99dd2ac9dc4_1710898389183,/,False,"I know something, but superficially"
onb_level_selection,1710899204467000,485f1ffd-084e-4814-a16b-50148a2e63ec,485f1ffd-084e-4814-a16b-50148a2e63ec_1710899189604,/,False,I haven't heard anything about Human Design
onb_level_selection,1710899368900000,8bbc3b6f-347c-4cd4-92f7-134a7569c454,8bbc3b6f-347c-4cd4-92f7-134a7569c454_1710899343094,/,False,I haven't heard anything about Human Design
onb_level_selection,1710899453473000,28802c69-ad26-4184-acda-239f1349835d,28802c69-ad26-4184-acda-239f1349835d_1710899443108,/,False,I haven't heard anything about Human Design
onb_level_selection,1710930109020000,073847e0-1996-43e2-b81b-eea964a81326,073847e0-1996-43e2-b81b-eea964a81326_1710929984781,/,False,"I know something, but superficially"
onb_level_selection,1710929185242000,50e6bfbe-b88a-48fc-9fce-9d0edf1c27cb,50e6bfbe-b88a-48fc-9fce-9d0edf1c27cb_1710929150420,/,False,I haven't heard anything about Human Design
onb_level_selection,1710932058041000,cba1d092-a740-4375-861b-8115769793da,cba1d092-a740-4375-861b-8115769793da_1710932041947,/,False,I haven't heard anything about Human Design
onb_level_selection,1710932608672000,0ff4e69d-55b7-4f55-941f-2fd634f54ba6,0ff4e69d-55b7-4f55-941f-2fd634f54ba6_1710932581057,/,False,"I know something, but superficially"
onb_level_selection,1710933155331000,a6fa30ba-57ca-49f6-9881-52b578b429bb,a6fa30ba-57ca-49f6-9881-52b578b429bb_1710933144806,/,False,I haven't heard anything about Human Design
onb_level_selection,1710933855626000,68496974-2a50-44a4-b450-1164309e8fee,68496974-2a50-44a4-b450-1164309e8fee_1710933845851,/,False,"I know something, but superficially"
onb_level_selection,1710934361836000,1ce593c6-706a-444e-91e5-0da090e74df9,1ce593c6-706a-444e-91e5-0da090e74df9_1710934316471,/,False,"I know something, but superficially"
onb_level_selection,1710934422153000,af8307f3-ea39-4d89-9502-17bb686d795c,af8307f3-ea39-4d89-9502-17bb686d795c_1710934413915,/,False,"I know something, but superficially"
onb_level_selection,1710934870944000,a50b014a-fc50-4e03-b381-4485d6139735,a50b014a-fc50-4e03-b381-4485d6139735_1710934854687,/,False,"I know something, but superficially"
onb_level_selection,1710936377199000,a26cefc9-13c6-44e5-b436-dc3a40844eb0,a26cefc9-13c6-44e5-b436-dc3a40844eb0_1710936351431,/,False,I haven't heard anything about Human Design
onb_level_selection,1710936427338000,2b66ffd7-306c-4ded-967a-e10759a16aa9,2b66ffd7-306c-4ded-967a-e10759a16aa9_1710936413246,/,False,I haven't heard anything about Human Design
onb_level_selection,1710936461999000,5a8ee028-07a8-47d0-a875-fc08e07f45b9,5a8ee028-07a8-47d0-a875-fc08e07f45b9_1710936446440,/,False,"I know something, but superficially"
onb_level_selection,1710936976698000,66ca8776-b60f-4a69-a636-28f0d7acbb6a,66ca8776-b60f-4a69-a636-28f0d7acbb6a_1710936955191,/,False,"I know something, but superficially"
onb_level_selection,1710940856865000,1937fb7e-ee0c-47da-a453-88033334f288,1937fb7e-ee0c-47da-a453-88033334f288_1710940759574,/,False,I know Human Design well
onb_level_selection,1710941072020000,7e6c1c1f-f048-4fab-a0e9-789a80a3875f,7e6c1c1f-f048-4fab-a0e9-789a80a3875f_1710941062507,/,False,"I know something, but superficially"
onb_level_selection,1710941214280000,9748a2ab-df53-4f97-90fd-171da3f5484f,9748a2ab-df53-4f97-90fd-171da3f5484f_1710941189711,/,False,"I know something, but superficially"
onb_level_selection,1710941348368000,0237bc6a-6200-4bcd-99a7-2f706f258e2d,0237bc6a-6200-4bcd-99a7-2f706f258e2d_1710941338299,/,False,I haven't heard anything about Human Design
onb_level_selection,1710941457587000,fd8871a1-ca0b-481d-a257-fa46d36291a9,fd8871a1-ca0b-481d-a257-fa46d36291a9_1710941441159,/,False,I haven't heard anything about Human Design
onb_level_selection,1710941714807000,46efba3b-0644-4b7b-b79c-927eccd17ef1,46efba3b-0644-4b7b-b79c-927eccd17ef1_1710941698396,/,False,I haven't heard anything about Human Design
onb_level_selection,1710942110548000,c98329a1-7992-4017-acea-ec7e35ecab38,c98329a1-7992-4017-acea-ec7e35ecab38_1710942092685,/,False,I haven't heard anything about Human Design
onb_level_selection,1710942434403000,db018c39-a47f-4a97-b026-6fedf3874db3,db018c39-a47f-4a97-b026-6fedf3874db3_1710942423709,/,False,"Sé algo, pero superficialmente."
onb_level_selection,1710942681099000,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5_1710942669644,/,False,"I know something, but superficially"
onb_level_selection,1710942820692000,68d9c205-d33d-4b68-98ae-d2e99220f7ee,68d9c205-d33d-4b68-98ae-d2e99220f7ee_1710942809851,/,False,"I know something, but superficially"
onb_level_selection,1710944236351000,ebb2d49b-6956-4130-900e-81a15789c31e,ebb2d49b-6956-4130-900e-81a15789c31e_1710944217174,/,False,"I know something, but superficially"
onb_level_selection,1710945780579000,3079b182-4ab9-4bea-9c17-f13c8be1831b,3079b182-4ab9-4bea-9c17-f13c8be1831b_1710945661806,/,False,"I know something, but superficially"
onb_level_selection,1710946236737000,ec939761-09ce-4805-9c09-db02bbe87b28,ec939761-09ce-4805-9c09-db02bbe87b28_1710946221440,/,False,I know Human Design well
onb_level_selection,1710946986376000,f353cbc4-f5b7-4497-8018-8a7c30a350bc,f353cbc4-f5b7-4497-8018-8a7c30a350bc_1710946935644,/,False,"I know something, but superficially"
onb_level_selection,1710947300580000,f305973a-e0f3-461e-8db5-201125d67693,f305973a-e0f3-461e-8db5-201125d67693_1710947285014,/,False,I haven't heard anything about Human Design
onb_level_selection,1710947517360000,1212a472-9626-4bbf-8723-37769ce0269f,1212a472-9626-4bbf-8723-37769ce0269f_1710947492979,/,False,I haven't heard anything about Human Design
onb_level_selection,1710948079623000,08bdd14e-0cd4-43db-8658-84d40af8d3e0,08bdd14e-0cd4-43db-8658-84d40af8d3e0_1710948063958,/,False,"I know something, but superficially"
onb_level_selection,1710948511141000,bedae9b3-de8e-446f-a149-1dca49b8ea53,bedae9b3-de8e-446f-a149-1dca49b8ea53_1710948348494,/,False,I know Human Design well
onb_level_selection,1710949168789000,bde653f5-11fc-4579-af9a-de6cba808461,bde653f5-11fc-4579-af9a-de6cba808461_1710949148952,/,False,I haven't heard anything about Human Design
onb_level_selection,1710949234174000,648c05f3-c580-4d84-b71e-0d53782916db,648c05f3-c580-4d84-b71e-0d53782916db_1710949217185,/,False,"I know something, but superficially"
onb_level_selection,1710949771423000,dd730561-49fb-440e-aa57-9b2473633c6b,dd730561-49fb-440e-aa57-9b2473633c6b_1710949724448,/,False,I haven't heard anything about Human Design
onb_level_selection,1710949871075000,1893bb4a-0e43-4a82-a921-721da958a10b,1893bb4a-0e43-4a82-a921-721da958a10b_1710949846935,/,False,I haven't heard anything about Human Design
onb_level_selection,1710951643974000,358d98b2-a21b-48d6-b185-e7cb0ac47381,358d98b2-a21b-48d6-b185-e7cb0ac47381_1710951587735,/,False,"I know something, but superficially"
onb_level_selection,1710952157742000,19283dae-93d8-4e00-8ff8-b13033fb6e9b,19283dae-93d8-4e00-8ff8-b13033fb6e9b_1710952135087,/,False,"I know something, but superficially"
onb_level_selection,1710952313068000,340c0df3-804a-45fd-833d-4fbe3e9afef1,340c0df3-804a-45fd-833d-4fbe3e9afef1_1710952297041,/,False,I haven't heard anything about Human Design
onb_level_selection,1710953293184000,e145e89a-f278-43ff-961d-e36dc4642773,e145e89a-f278-43ff-961d-e36dc4642773_1710953274193,/,False,"I know something, but superficially"
onb_level_selection,1710953687375000,7d092379-98f0-41ea-95f4-3112bdbccfe0,7d092379-98f0-41ea-95f4-3112bdbccfe0_1710953672036,/,False,I haven't heard anything about Human Design
onb_level_selection,1710953712815000,e8bd4165-a980-40fd-880e-32ea5a5e9e54,e8bd4165-a980-40fd-880e-32ea5a5e9e54_1710953686957,/,False,I haven't heard anything about Human Design
onb_level_selection,1710953792164000,9463ea66-a85a-48d4-b0ee-f5645a24f913,9463ea66-a85a-48d4-b0ee-f5645a24f913_1710953780152,/,False,I know Human Design well
onb_level_selection,1710954310016000,10f0e408-8881-4896-9011-82a4bdd4ca3c,10f0e408-8881-4896-9011-82a4bdd4ca3c_1710954248024,/,False,I know Human Design well
onb_level_selection,1710954458247000,70facd3e-c6b7-4678-97e8-c449d1c970ce,70facd3e-c6b7-4678-97e8-c449d1c970ce_1710954444106,/,False,"I know something, but superficially"
onb_level_selection,1710955994163000,9a3cb6fb-d312-4e11-b938-7a9176bdb779,9a3cb6fb-d312-4e11-b938-7a9176bdb779_1710955982080,/,False,"I know something, but superficially"
onb_level_selection,1710955911629000,754e052f-8455-4e6f-9391-dc29e0df1ebe,754e052f-8455-4e6f-9391-dc29e0df1ebe_1710955892277,/,False,"I know something, but superficially"
onb_level_selection,1710956241020000,7be41001-5fbe-4e47-8866-e0637264b753,7be41001-5fbe-4e47-8866-e0637264b753_1710956229054,/,False,I haven't heard anything about Human Design
onb_level_selection,1710956325750000,e3d05cd6-17d0-46b4-a0fb-c2e600ea1596,e3d05cd6-17d0-46b4-a0fb-c2e600ea1596_1710956311715,/,False,I haven't heard anything about Human Design
onb_level_selection,1710956290307000,fe485686-83ee-4ce4-98c2-de535dfc125d,fe485686-83ee-4ce4-98c2-de535dfc125d_1710956279022,/,False,"I know something, but superficially"
onb_level_selection,1710956830931000,b2da4615-0795-4a00-ab71-ee8ea90b3398,b2da4615-0795-4a00-ab71-ee8ea90b3398_1710956812237,/,False,I haven't heard anything about Human Design
onb_level_selection,1710957313482000,613a4ec3-2747-40a7-a67d-dd6f11fde728,613a4ec3-2747-40a7-a67d-dd6f11fde728_1710957294121,/,False,I haven't heard anything about Human Design
onb_level_selection,1710958928552000,fbaa7e63-3be5-436c-a7ce-56fe37336feb,fbaa7e63-3be5-436c-a7ce-56fe37336feb_1710958915804,/,False,"I know something, but superficially"
onb_level_selection,1710958054874000,c034d34d-178d-4f00-8e38-0247c60f9a13,c034d34d-178d-4f00-8e38-0247c60f9a13_1710958042517,/,False,I haven't heard anything about Human Design
onb_level_selection,1710958286006000,b8d4d9a6-fe3f-4cfa-b9f2-be005da20913,b8d4d9a6-fe3f-4cfa-b9f2-be005da20913_1710958272412,/,False,Professionally studying Human Design
onb_level_selection,1710958414360000,139e40f8-e1ae-4e99-a906-bd4e837c05d0,139e40f8-e1ae-4e99-a906-bd4e837c05d0_1710958404904,/,False,I know Human Design well
onb_level_selection,1710958570447000,0780ced4-b873-4600-aea0-65b555d79d91,0780ced4-b873-4600-aea0-65b555d79d91_1710958548376,/,False,"I know something, but superficially"
onb_level_selection,1710958848336000,3cd5a1fe-a65e-4ea8-807e-c1708bc9e30c,3cd5a1fe-a65e-4ea8-807e-c1708bc9e30c_1710958823410,/,False,"I know something, but superficially"
onb_level_selection,1710959210509000,fafe17ba-083d-4b4d-9502-634ab6418447,fafe17ba-083d-4b4d-9502-634ab6418447_1710959188542,/,False,Я хорошо разбираюсь в системе
onb_level_selection,1710959399104000,67ba6b68-0366-4be5-8fb3-b6dbb5378d42,67ba6b68-0366-4be5-8fb3-b6dbb5378d42_1710959383411,/,False,"I know something, but superficially"
onb_level_selection,1710960038032000,f13ce10b-9919-4305-b4c6-6be9869ea6f2,f13ce10b-9919-4305-b4c6-6be9869ea6f2_1710959960291,/,False,"I know something, but superficially"
onb_level_selection,1710960043651000,33566200-bfbf-45aa-81d2-cba9a7a51861,33566200-bfbf-45aa-81d2-cba9a7a51861_1710960024513,/,False,"I know something, but superficially"
onb_level_selection,1710960482001000,a97cfd04-3554-4b6a-854a-9a3c51e14e6f,a97cfd04-3554-4b6a-854a-9a3c51e14e6f_1710960470179,/,False,"I know something, but superficially"
onb_level_selection,1710960683812000,f7665812-d273-4ed7-87f7-b8dbe8034d4a,f7665812-d273-4ed7-87f7-b8dbe8034d4a_1710960670751,/,False,I haven't heard anything about Human Design
onb_level_selection,1710962425503000,a5687e3f-238b-4046-9630-203ac357133c,a5687e3f-238b-4046-9630-203ac357133c_1710962411514,/,False,"I know something, but superficially"
onb_level_selection,1710963550217000,483a22d4-e28c-481a-a1a2-74947f57a4dc,483a22d4-e28c-481a-a1a2-74947f57a4dc_1710963539324,/,False,Professionally studying Human Design
onb_level_selection,1710900275733000,666b8437-0932-4c1c-9ed9-2dae32a31583,666b8437-0932-4c1c-9ed9-2dae32a31583_1710900248633,/,False,"I know something, but superficially"
onb_level_selection,1710901270073000,a1aebf8a-ae35-49d3-8fbe-cc8c7b6e4f7a,a1aebf8a-ae35-49d3-8fbe-cc8c7b6e4f7a_1710901181541,/,False,I haven't heard anything about Human Design
onb_level_selection,1710901395262000,47906572-0bea-42fb-a516-ad379f3bac30,47906572-0bea-42fb-a516-ad379f3bac30_1710901377274,/,False,I haven't heard anything about Human Design
onb_level_selection,1710901933618000,ce5e2ac1-c0ed-4b54-b142-7f4d2634c750,ce5e2ac1-c0ed-4b54-b142-7f4d2634c750_1710901908091,/,False,No he oído nada sobre Diseño Humano.
onb_level_selection,1710902266990000,fa419654-fd24-4f79-bc38-664d3dfb73a1,fa419654-fd24-4f79-bc38-664d3dfb73a1_1710902252983,/,False,"I know something, but superficially"
onb_level_selection,1710902955080000,d2b54ad0-dda0-4fe2-aab9-4663f5e86b54,d2b54ad0-dda0-4fe2-aab9-4663f5e86b54_1710902938133,/,False,I haven't heard anything about Human Design
onb_level_selection,1710903543209000,1d8f7753-c780-42c7-aed1-fd6cf81d1716,1d8f7753-c780-42c7-aed1-fd6cf81d1716_1710903534110,/,False,"I know something, but superficially"
onb_level_selection,1710965066772000,928668f1-1810-430d-9f4a-774d90b03208,928668f1-1810-430d-9f4a-774d90b03208_1710965056344,/,False,"I know something, but superficially"
onb_level_selection,1710965313200000,0b248327-5ffa-4e85-9dc5-cd0ba69f85b9,0b248327-5ffa-4e85-9dc5-cd0ba69f85b9_1710965304777,/,False,I haven't heard anything about Human Design
onb_level_selection,1710965414306000,ea05cd28-2199-4434-8d12-111e717bdd4e,ea05cd28-2199-4434-8d12-111e717bdd4e_1710965404973,/,False,"I know something, but superficially"
onb_level_selection,1710965706235000,ca5649b8-721f-43f4-82ab-0e849c0c3cb6,ca5649b8-721f-43f4-82ab-0e849c0c3cb6_1710965663409,/,False,I haven't heard anything about Human Design
onb_level_selection,1710965814834000,3ba228ef-1ed4-48df-9ae7-c3df74edf878,3ba228ef-1ed4-48df-9ae7-c3df74edf878_1710965803197,/,False,I haven't heard anything about Human Design
onb_level_selection,1710965932264000,5442d238-a38c-4c72-a128-bdfb8ee1734f,5442d238-a38c-4c72-a128-bdfb8ee1734f_1710965922715,/,False,I haven't heard anything about Human Design
onb_level_selection,1710966048454000,df9628c5-d63a-43a5-8dfe-95dbcf1dbf47,df9628c5-d63a-43a5-8dfe-95dbcf1dbf47_1710966029583,/,False,No he oído nada sobre Diseño Humano.
onb_level_selection,1710966911317000,d2aa1270-ea72-4a2f-a074-6dd83bd73cb9,d2aa1270-ea72-4a2f-a074-6dd83bd73cb9_1710966895000,/,False,"I know something, but superficially"
onb_level_selection,1710967402148000,f4950df9-de8d-437a-8375-7061cbc23ca6,f4950df9-de8d-437a-8375-7061cbc23ca6_1710967371302,/,False,I haven't heard anything about Human Design
onb_level_selection,1710967704932000,7d0c2bd3-1a70-4849-93d8-4dcdd54057b5,7d0c2bd3-1a70-4849-93d8-4dcdd54057b5_1710967678466,/,False,I haven't heard anything about Human Design
onb_level_selection,1710967704860000,e7ed50a7-0116-4e99-b657-1dc9e7151ffa,e7ed50a7-0116-4e99-b657-1dc9e7151ffa_1710967690977,/,False,I know Human Design well
onb_level_selection,1710967833906000,b27b8466-7c6e-42d0-b1e7-340f48334298,b27b8466-7c6e-42d0-b1e7-340f48334298_1710967824233,/,False,I haven't heard anything about Human Design
onb_level_selection,1710968493346000,a60794ca-79b1-4ec7-87cc-16640749552c,a60794ca-79b1-4ec7-87cc-16640749552c_1710968479993,/,False,I haven't heard anything about Human Design
onb_level_selection,1710968867113000,faec4d66-82b0-445c-80be-51e1869d3f76,faec4d66-82b0-445c-80be-51e1869d3f76_1710968843889,/,False,I haven't heard anything about Human Design
onb_level_selection,1710969532982000,ea494e5f-c230-4ff0-a871-a3358ce15f20,ea494e5f-c230-4ff0-a871-a3358ce15f20_1710969505916,/,False,"I know something, but superficially"
onb_level_selection,1710969742111000,9d210360-2f43-4729-b4a2-2c3833d3ed6b,9d210360-2f43-4729-b4a2-2c3833d3ed6b_1710969720428,/,False,I haven't heard anything about Human Design
onb_level_selection,1710969886088000,cba80920-95da-4972-aaa4-c65a4f2c97d3,cba80920-95da-4972-aaa4-c65a4f2c97d3_1710969871203,/,False,I haven't heard anything about Human Design
onb_level_selection,1710969903353000,812f88bd-1570-43fa-89c7-aba2067b73ae,812f88bd-1570-43fa-89c7-aba2067b73ae_1710969889710,/,False,"I know something, but superficially"
onb_level_selection,1710970156635000,820e748e-9066-4ba4-ace2-6f4a124b3db3,820e748e-9066-4ba4-ace2-6f4a124b3db3_1710970108477,/,False,No he oído nada sobre Diseño Humano.
onb_level_selection,1710971109801000,a27ffb51-f90d-4247-8557-4ffae63b54d6,a27ffb51-f90d-4247-8557-4ffae63b54d6_1710971095751,/,False,"I know something, but superficially"
onb_level_selection,1710971650643000,d526c0c4-0ce8-4920-845f-5bad8b716ab5,d526c0c4-0ce8-4920-845f-5bad8b716ab5_1710971627499,/,False,I haven't heard anything about Human Design
onb_level_selection,1710972244045000,76bf5647-6434-45f9-9b4a-7c1fc1acba50,76bf5647-6434-45f9-9b4a-7c1fc1acba50_1710972226300,/,False,I haven't heard anything about Human Design
onb_level_selection,1710972682724000,957503b2-869c-4a8a-a271-2027e18a616e,957503b2-869c-4a8a-a271-2027e18a616e_1710972656600,/,False,I haven't heard anything about Human Design
onb_level_selection,1710972996648000,f76c5b6a-3da1-4b39-869a-12d388a7038a,f76c5b6a-3da1-4b39-869a-12d388a7038a_1710972973920,/,False,I haven't heard anything about Human Design
onb_level_selection,1710973081448000,c5f6b45e-9f8a-49ec-a1fe-a810e05abc75,c5f6b45e-9f8a-49ec-a1fe-a810e05abc75_1710973063724,/,False,I know Human Design well
onb_level_selection,1710973501249000,ace23474-e60c-4d01-9b49-e806671eff69,ace23474-e60c-4d01-9b49-e806671eff69_1710973488965,/,False,I haven't heard anything about Human Design
onb_level_selection,1710973565898000,db2e9515-1e72-4c80-ba86-8ba946438e2f,db2e9515-1e72-4c80-ba86-8ba946438e2f_1710973550537,/,False,"I know something, but superficially"
onb_level_selection,1710973717307000,e5710793-bf55-4041-a16d-e8959c9a9dfe,e5710793-bf55-4041-a16d-e8959c9a9dfe_1710973699186,/,False,I know Human Design well
onb_level_selection,1710974412820000,bc642cca-3eed-4b0e-911b-3948865229e2,bc642cca-3eed-4b0e-911b-3948865229e2_1710974401784,/,False,"I know something, but superficially"
onb_level_selection,1710975384976000,5d3a1992-4990-46a6-b7d2-b3d06a79d190,5d3a1992-4990-46a6-b7d2-b3d06a79d190_1710975342572,/,False,I know Human Design well
onb_level_selection,1710975724259000,16e3becf-3a61-4db3-ae03-d7d128a36511,16e3becf-3a61-4db3-ae03-d7d128a36511_1710975693201,/,False,I haven't heard anything about Human Design
onb_level_selection,1710976091365000,72eb0479-c46c-4b4a-ae17-bc4c1a7ebfea,72eb0479-c46c-4b4a-ae17-bc4c1a7ebfea_1710976077114,/,False,Professionally studying Human Design
onb_level_selection,1710976631193000,c78ed2af-4218-40aa-8b5f-4c4d4e48aeb2,c78ed2af-4218-40aa-8b5f-4c4d4e48aeb2_1710976597042,/,False,I haven't heard anything about Human Design
onb_level_selection,1710977221160000,066aec0d-9962-4a16-a31c-abebf824ca51,066aec0d-9962-4a16-a31c-abebf824ca51_1710977203070,/,False,I haven't heard anything about Human Design
onb_level_selection,1710978032917000,b30a659c-b474-459d-bb01-d9ad4b1a90b1,b30a659c-b474-459d-bb01-d9ad4b1a90b1_1710977981843,/,False,I haven't heard anything about Human Design
onb_level_selection,1710906555081000,3ae1de33-0052-4fa4-8bf1-a1b13c426c2f,3ae1de33-0052-4fa4-8bf1-a1b13c426c2f_1710906537213,/,False,"I know something, but superficially"
onb_level_selection,1710907210360000,de28641b-3654-4ced-8b2c-55e37f72fbfb,de28641b-3654-4ced-8b2c-55e37f72fbfb_1710907193509,/,False,I haven't heard anything about Human Design
onb_level_selection,1710907432495000,418f8041-0e92-4f3e-82ad-beb6b1abcd0c,418f8041-0e92-4f3e-82ad-beb6b1abcd0c_1710907417643,/,False,"I know something, but superficially"
onb_level_selection,1710907709795000,15bfd903-dc63-408c-aed9-249b6939f617,15bfd903-dc63-408c-aed9-249b6939f617_1710907673903,/,False,"I know something, but superficially"
onb_level_selection,1710908792285000,e3b78c32-f959-48f3-a41c-19fc8642f1f9,e3b78c32-f959-48f3-a41c-19fc8642f1f9_1710908777711,/,False,I know Human Design well
onb_level_selection,1710908834743000,2228b6f6-149b-4285-bfa6-76634edecfc5,2228b6f6-149b-4285-bfa6-76634edecfc5_1710908824805,/,False,I know Human Design well
onb_level_selection,1710908902681000,deb2a365-f7e2-4453-81f3-307be50145f3,deb2a365-f7e2-4453-81f3-307be50145f3_1710908888259,/,False,I haven't heard anything about Human Design
onb_level_selection,1710909539641000,615b370e-53a9-48b2-8c42-0ac50c79aa37,615b370e-53a9-48b2-8c42-0ac50c79aa37_1710909499228,/,False,I know Human Design well
onb_level_selection,1710910552910000,6d3fc37f-996e-4b04-baed-712d87c818a3,6d3fc37f-996e-4b04-baed-712d87c818a3_1710910540537,/,False,I haven't heard anything about Human Design
onb_level_selection,1710911139337000,c0524085-9b27-4888-b7b2-ad64e93da43d,c0524085-9b27-4888-b7b2-ad64e93da43d_1710911126516,/,False,I haven't heard anything about Human Design
onb_level_selection,1710913483926000,42208f1c-bdc9-4a83-89c3-801263b5743f,42208f1c-bdc9-4a83-89c3-801263b5743f_1710913467356,/,False,"I know something, but superficially"
onb_level_selection,1710914582963000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,False,"I know something, but superficially"
onb_level_selection,1710914838343000,a395c4e0-b082-4656-ab48-234e464d0dec,a395c4e0-b082-4656-ab48-234e464d0dec_1710914827056,/,False,I know Human Design well
onb_level_selection,1710915554925000,7e88d7f7-5345-4a5e-9995-313cdaef2b1a,7e88d7f7-5345-4a5e-9995-313cdaef2b1a_1710915543064,/,False,I know Human Design well
onb_level_selection,1710915895430000,c6b7a3b4-ad5b-4a0a-992b-ca05663788cd,c6b7a3b4-ad5b-4a0a-992b-ca05663788cd_1710915884491,/,False,I haven't heard anything about Human Design
onb_level_selection,1710916563796000,f9e34803-0565-4026-8076-5fbc06588294,f9e34803-0565-4026-8076-5fbc06588294_1710916543629,/,False,Professionally studying Human Design
onb_level_selection,1710917017355000,7b41e0ef-59cb-408d-881e-8c9c9211a032,7b41e0ef-59cb-408d-881e-8c9c9211a032_1710917005676,/,False,I haven't heard anything about Human Design
onb_level_selection,1710917443909000,19639099-324f-4fb0-94a5-56419ca5969e,19639099-324f-4fb0-94a5-56419ca5969e_1710917394695,/,False,I haven't heard anything about Human Design
onb_level_selection,1710918602627000,a6293b05-8010-4675-8067-5a9ebc3a8c6f,a6293b05-8010-4675-8067-5a9ebc3a8c6f_1710918564165,/,False,I haven't heard anything about Human Design
onb_level_selection,1710919996591000,c9b30b5c-be57-4fb5-ad10-da077f4dcbad,c9b30b5c-be57-4fb5-ad10-da077f4dcbad_1710919975274,/,False,"I know something, but superficially"
onb_level_selection,1710924555123000,e7e66103-0bd7-407d-9088-ac075604b556,e7e66103-0bd7-407d-9088-ac075604b556_1710924545533,/,False,"I know something, but superficially"
onb_level_selection,1710922629597000,9d824d4e-61e4-420f-8190-589e2820254e,9d824d4e-61e4-420f-8190-589e2820254e_1710922597253,/,False,"I know something, but superficially"
onb_level_selection,1710922900978000,a6049fda-8e0c-4883-bb13-33090c66a6a3,a6049fda-8e0c-4883-bb13-33090c66a6a3_1710922884177,/,False,"I know something, but superficially"
onb_level_selection,1710926326581000,a5d20810-d556-4a99-a30b-bf6d8183439f,a5d20810-d556-4a99-a30b-bf6d8183439f_1710926302099,/,False,I haven't heard anything about Human Design
onb_level_selection,1710926698187000,d1654425-5fc6-4e1a-9ac7-8697a3224dd1,d1654425-5fc6-4e1a-9ac7-8697a3224dd1_1710926658318,/,False,I haven't heard anything about Human Design
onb_level_selection,1710928203018000,3703b218-d44e-4a3c-9d4e-ea013e835494,3703b218-d44e-4a3c-9d4e-ea013e835494_1710928192402,/,False,I haven't heard anything about Human Design
